x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;f(x);y
-1;-1;-1;0;-1;0;1;1;1;0;-5;-3.825311381
1;-1;0;0;0;1;1;-1;0;-1;0;0.610812162
-1;1;0;1;0;-1;-1;-1;-1;1;-6;-5.790646219
-1;1;0;0;0;1;-1;1;1;1;-2;-4.204409149
1;0;-1;-1;-1;0;-1;0;1;-1;0;2.40879032
1;-1;-1;0;-1;-1;-1;0;0;1;-2;-2.060135452
1;1;0;1;0;0;0;0;-1;-1;7;9.486132694
-1;-1;-1;0;0;-1;-1;0;1;0;-6;-4.087368995
1;-1;-1;1;-1;-1;1;-1;1;1;-1;-2.031234338
-1;1;-1;0;-1;0;0;1;-1;0;-6;-4.043826294
1;-1;0;0;0;1;-1;1;1;0;0;-0.851102989
1;-1;-1;1;0;0;0;0;-1;0;-1;-0.916824492
1;-1;0;-1;-1;0;-1;1;1;0;-1;0.359590364
1;0;-1;1;1;0;1;0;0;0;2;2.59940246
1;0;-1;-1;1;1;1;-1;1;0;0;-0.332932194
1;0;0;1;1;0;0;0;-1;0;4;5.214514979
1;1;1;0;-1;1;-1;0;1;-1;8;6.790184191
-1;-1;0;-1;1;-1;0;-1;1;0;-2;0.886286615
-1;1;-1;1;0;1;-1;0;-1;0;-2;0.846113661
1;-1;1;1;-1;1;-1;1;0;1;3;4.462209137
-1;1;1;1;-1;-1;-1;0;-1;0;-9;-8.380459843
1;0;0;-1;0;1;0;0;1;-1;2;0.446875136
1;0;-1;1;1;1;-1;0;1;-1;2;4.635811107
1;1;-1;0;-1;0;1;-1;-1;0;4;2.244066154
1;0;0;1;-1;-1;-1;1;-1;0;4;2.990390154
-1;1;0;0;1;0;0;0;0;0;0;0.519040917
-1;-1;0;0;0;-1;1;1;0;0;-4;-6.165693981
-1;1;-1;1;0;1;1;0;0;0;0;2.660959994
-1;1;0;0;1;0;0;1;1;1;0;-1.079778644
-1;-1;1;-1;0;-1;0;-1;0;-1;-5;-1.549787614
1;-1;1;-1;0;-1;0;-1;1;0;1;-0.783398842
-1;1;0;-1;1;0;-1;1;1;0;-1;-1.571801831
1;1;-1;0;1;-1;-1;0;1;0;4;4.976980679
1;0;1;-1;0;0;0;1;1;0;4;5.028382514
-1;1;1;1;0;1;0;-1;0;-1;-1;-4.220102142
-1;1;-1;-1;-1;1;0;1;-1;-1;-4;-2.091690407
-1;0;-1;1;1;0;0;-1;-1;0;0;-3.505568197
-1;0;-1;1;1;0;1;1;0;-1;1;-0.026809735
-1;1;-1;-1;-1;-1;0;1;1;-1;-8;-10.05150817
-1;0;1;1;-1;0;-1;0;1;0;-7;-5.522144975
1;1;-1;0;1;1;0;0;-1;-1;4;3.835995068
1;0;0;1;-1;-1;0;-1;1;1;4;4.99489288
-1;1;0;-1;1;-1;0;1;0;-1;-2;-2.122856723
1;1;1;1;0;1;0;-1;-1;-1;9;9.531309254
-1;0;-1;1;-1;1;0;0;-1;-1;-4;1.502624129
-1;0;-1;0;1;-1;0;0;0;-1;-2;0.40135851
1;0;-1;-1;0;-1;0;1;-1;1;0;0.4308569
1;0;-1;-1;-1;1;-1;1;1;-1;0;0.98404691
-1;0;1;1;-1;1;-1;1;-1;0;-5;-4.971757362
-1;-1;-1;0;1;0;0;0;0;1;0;1.578419402
1;0;0;0;-1;-1;-1;1;1;-1;3;3.898786522
1;1;1;1;0;0;-1;-1;-1;0;9;10.34830124
-1;-1;-1;0;1;1;0;0;-1;1;2;2.396945256
-1;-1;0;1;0;0;-1;0;1;0;-4;-5.272342233
-1;-1;0;0;-1;0;-1;0;0;1;-7;-4.293774787
1;0;1;1;1;0;-1;0;1;0;6;5.985559247
1;0;1;0;-1;-1;1;0;1;0;5;9.369596913
-1;-1;-1;-1;-1;-1;0;-1;1;1;-8;-13.16889933
-1;1;1;-1;1;1;0;1;-1;0;2;5.215467229
-1;1;1;0;1;-1;-1;0;1;0;-3;1.769781592
-1;0;0;1;1;0;-1;-1;1;-1;-1;3.119811214
1;0;1;0;1;-1;0;0;0;1;5;8.181690783
1;0;1;1;1;1;-1;-1;0;0;6;4.763249427
1;-1;0;1;0;1;0;0;0;-1;1;-0.110121489
1;0;-1;-1;0;-1;-1;0;-1;1;0;-3.892149415
1;0;1;0;-1;1;0;1;0;0;5;7.331684502
-1;0;1;1;1;1;1;1;-1;-1;3;1.343416946
1;0;1;0;-1;-1;1;1;1;1;5;3.60511904
1;0;0;-1;-1;-1;0;1;-1;-1;2;5.55469139
-1;0;0;0;0;0;1;1;0;1;-2;-0.827290177
1;-1;1;0;0;1;-1;0;1;1;2;0.694191192
1;0;-1;1;1;0;1;0;1;-1;2;3.00379212
1;-1;1;1;1;0;-1;1;-1;0;3;5.61697284
1;1;-1;-1;0;0;1;0;0;0;3;2.782430909
-1;0;0;1;1;-1;0;1;0;-1;-2;-1.399442345
1;1;0;-1;-1;0;0;0;-1;-1;5;4.075163918
1;1;-1;-1;-1;0;0;1;1;1;3;2.090817197
1;1;0;1;1;-1;-1;0;1;0;7;9.918946189
1;1;1;1;0;-1;-1;-1;0;0;9;9.500855001
-1;0;1;0;-1;-1;1;-1;-1;1;-7;-6.020081036
-1;0;0;0;0;-1;0;0;1;0;-5;2.851019892
1;1;0;0;0;0;-1;1;-1;0;6;2.097482492
-1;1;1;0;-1;0;-1;1;0;0;-7;-6.033199014
-1;1;1;0;-1;1;0;-1;0;0;-4;-0.016293687
-1;1;-1;1;0;1;-1;-1;-1;-1;-2;-2.044808828
-1;-1;1;0;-1;-1;1;-1;1;0;-7;-7.050285397
1;1;-1;0;0;0;1;0;1;-1;4;5.729155487
1;1;1;-1;-1;1;0;-1;1;-1;7;6.257208713
1;-1;1;0;0;-1;1;1;0;-1;2;1.918919771
-1;0;0;0;1;0;1;-1;0;1;1;-1.438032799
1;0;-1;0;1;0;-1;1;-1;1;1;4.309131537
1;0;-1;-1;1;0;1;0;0;-1;0;-1.153090806
1;-1;-1;1;1;0;0;0;0;0;-1;-2.296968469
-1;1;1;-1;-1;-1;0;1;0;0;-8;-7.449500138
-1;1;0;0;1;1;1;0;1;-1;3;3.295394363
1;1;1;1;1;1;-1;0;1;-1;9;10.7665397
-1;1;1;0;1;-1;0;-1;1;1;-2;1.586090423
1;0;1;-1;-1;0;-1;1;-1;-1;4;2.270316284
1;1;-1;1;1;1;0;1;-1;-1;5;6.187408253
1;-1;-1;1;1;0;-1;-1;1;-1;-1;-1.015274498
-1;-1;-1;-1;0;1;0;-1;-1;0;-1;-2.805825877
1;0;1;-1;-1;1;-1;-1;-1;-1;4;5.667390997
-1;0;-1;1;0;1;0;0;0;0;-1;-0.997421571
-1;-1;-1;0;-1;0;0;1;-1;0;-6;-6.535754881
-1;1;1;-1;-1;0;-1;1;-1;-1;-7;-4.807699665
1;0;0;0;0;1;1;-1;-1;0;3;2.212824505
-1;-1;1;1;1;0;1;-1;-1;-1;1;-1.94064093
-1;1;0;-1;0;-1;-1;0;1;-1;-6;-5.330567025
-1;1;-1;1;0;-1;-1;1;-1;1;-6;-4.896848426
1;0;-1;0;0;1;0;-1;1;0;1;-0.77835705
-1;1;1;-1;0;1;-1;1;-1;-1;-2;-2.902006626
1;0;1;0;1;0;0;0;1;0;5;3.941184252
-1;-1;1;-1;0;-1;1;0;-1;1;-4;0.035007789
-1;-1;1;0;1;-1;-1;0;1;1;-3;-4.736652577
-1;-1;1;1;1;1;0;1;-1;0;2;1.762932597
-1;-1;0;-1;1;1;-1;-1;1;1;1;1.295864291
1;-1;1;1;1;0;-1;1;1;-1;3;2.996559822
1;0;1;0;1;-1;0;1;0;-1;5;5.348497271
1;-1;1;-1;-1;1;0;0;-1;-1;1;3.119015894
-1;-1;1;1;0;0;1;1;-1;-1;-2;1.025269459
-1;0;1;1;-1;1;1;0;0;1;-3;0.315465153
1;0;0;0;1;0;-1;-1;1;-1;3;0.727213322
1;1;-1;1;-1;-1;1;0;-1;-1;5;7.285609286
-1;1;0;1;0;0;1;-1;1;0;-2;-2.859069479
-1;-1;-1;1;0;-1;0;1;1;0;-5;-3.447563933
-1;1;0;-1;-1;1;1;-1;1;0;-3;-3.237902346
1;-1;0;-1;-1;0;0;-1;1;-1;-1;-2.82045976
-1;0;0;1;0;1;0;1;0;0;-1;0.484938343
1;0;-1;0;-1;-1;0;1;1;1;1;-0.590059742
1;0;0;0;0;-1;-1;-1;0;-1;3;7.034097362
1;0;-1;1;0;1;-1;0;1;1;2;0.496504657
1;-1;0;-1;-1;1;0;1;1;-1;-1;-0.996520897
1;1;1;1;-1;-1;0;0;0;0;9;10.51432354
1;0;-1;1;-1;1;0;1;0;-1;2;1.726440811
1;0;-1;-1;0;-1;-1;1;0;1;0;-0.137807781
1;0;0;0;-1;1;-1;-1;-1;1;3;1.135472369
1;1;1;-1;-1;-1;-1;1;1;1;7;9.102520723
1;-1;0;0;0;0;0;1;0;0;0;2.206581951
-1;1;0;1;0;0;1;0;0;-1;-2;1.127160709
1;-1;0;1;-1;-1;-1;-1;1;1;1;1.828084333
1;0;1;-1;-1;1;-1;1;0;-1;4;2.53808029
-1;-1;-1;1;0;0;-1;0;0;1;-4;-3.81837126
1;0;-1;0;-1;-1;1;1;1;1;1;-2.382302978
-1;0;-1;-1;0;1;-1;-1;0;0;-2;-5.405648296
-1;1;1;-1;1;-1;-1;-1;1;1;-3;-6.011073908
-1;1;0;0;1;0;1;-1;0;0;1;1.848149334
1;1;1;1;-1;1;0;-1;-1;-1;9;10.08318321
-1;1;-1;0;-1;1;0;1;-1;1;-4;-2.207536403
1;1;-1;0;-1;1;1;0;1;1;4;8.39424167
-1;1;0;-1;0;-1;-1;0;0;-1;-6;-6.27784656
-1;0;0;-1;1;0;-1;1;-1;1;-1;1.619812742
1;1;1;-1;1;0;-1;0;0;1;7;6.259056099
-1;0;0;-1;1;0;-1;-1;1;1;-1;-3.103932803
1;0;1;0;-1;1;1;1;0;0;5;2.396491489
1;-1;0;1;0;0;-1;1;-1;0;1;-0.942617029
-1;0;1;1;-1;1;1;0;1;1;-3;-2.461374856
-1;0;1;1;0;0;-1;1;-1;0;-4;-5.304140336
1;1;-1;0;0;-1;-1;-1;1;-1;4;3.415365578
1;1;-1;0;-1;-1;-1;0;0;0;4;4.876538621
-1;1;0;0;1;0;1;1;-1;1;1;2.434128091
1;1;-1;1;-1;0;1;-1;-1;-1;5;6.006029435
1;1;1;1;0;1;-1;1;-1;1;9;10.23800888
1;-1;0;-1;1;0;1;1;0;0;-1;0.231292289
1;1;1;-1;-1;0;1;-1;-1;1;7;3.278006035
-1;-1;-1;1;-1;0;0;1;0;0;-6;-3.644550401
1;-1;1;1;-1;1;-1;0;1;0;3;1.572319268
-1;-1;-1;1;1;-1;-1;1;0;-1;-3;-3.760783742
1;-1;-1;0;0;-1;1;1;0;0;-2;-3.906670953
-1;-1;1;1;-1;0;1;0;0;-1;-5;-3.844168757
-1;-1;1;-1;0;-1;0;1;0;-1;-5;-2.169063222
1;-1;1;1;0;1;-1;1;0;0;3;4.829367819
-1;1;-1;1;-1;-1;0;0;1;-1;-8;-6.995386441
1;1;-1;-1;0;1;0;1;-1;1;3;2.609648011
1;1;0;1;1;-1;-1;-1;0;0;7;4.61620577
1;1;-1;0;1;1;0;-1;0;-1;4;3.467009669
-1;0;-1;0;-1;-1;0;-1;0;-1;-8;-8.408220269
1;-1;0;1;1;-1;-1;1;1;1;1;5.228821787
1;1;-1;1;1;1;1;1;0;0;5;4.651827854
1;1;-1;-1;1;1;-1;1;-1;1;3;4.351511008
1;0;-1;1;1;-1;0;-1;-1;0;2;0.691972672
1;0;0;-1;-1;1;1;-1;1;0;2;6.965104782
-1;0;-1;1;1;-1;1;-1;1;-1;-1;1.826816899
-1;-1;1;1;0;-1;-1;0;-1;-1;-6;-4.407139212
-1;-1;-1;0;1;1;0;-1;-1;-1;2;2.482653578
1;-1;-1;0;1;0;0;1;0;1;-2;0.055979228
1;-1;1;0;1;1;0;-1;0;0;2;-0.067319387
-1;1;1;-1;0;-1;0;-1;1;1;-5;-6.800565412
-1;0;1;1;0;1;1;1;0;0;0;1.129143481
1;-1;1;1;-1;-1;-1;-1;1;1;3;0.956863273
-1;1;1;-1;0;0;0;0;0;0;-3;-3.183239684
1;1;-1;-1;1;0;1;1;1;0;3;1.118972113
-1;0;0;0;1;-1;1;-1;0;-1;-1;-1.539145618
-1;0;0;1;1;0;-1;0;-1;0;-1;1.933127406
1;0;0;1;-1;0;-1;1;-1;1;4;2.290429175
1;0;1;-1;-1;-1;1;0;-1;1;4;3.619226748
1;-1;-1;-1;-1;0;0;1;1;1;-3;-3.741931637
1;1;0;0;0;-1;0;1;1;0;6;8.613966937
-1;0;0;0;0;1;1;1;0;1;0;2.510444082
1;-1;-1;0;0;1;-1;-1;0;1;-2;-1.221751701
-1;-1;-1;0;1;-1;0;0;-1;-1;-2;-2.467205654
1;0;-1;0;1;0;-1;-1;0;1;1;5.627855842
-1;0;0;1;0;0;0;0;0;-1;-3;-3.591180548
1;-1;1;-1;1;0;0;0;1;0;1;4.179654847
-1;-1;1;-1;0;1;-1;-1;0;1;-2;-6.115563971
1;-1;1;1;-1;0;0;1;1;0;3;3.59544204
1;0;-1;0;1;0;1;1;-1;1;1;3.91842201
-1;1;-1;0;0;0;-1;-1;-1;-1;-4;-4.215051141
1;0;-1;1;0;1;0;-1;1;-1;2;2.292571214
-1;-1;-1;1;0;-1;0;-1;0;0;-5;-4.719835038
-1;-1;1;0;0;1;-1;-1;-1;1;-2;-2.228941593
-1;1;0;-1;0;1;-1;0;0;1;-2;-5.115533396
1;1;-1;1;1;0;1;-1;0;0;5;5.864725264
-1;0;1;-1;0;-1;1;-1;0;0;-4;-0.268465526
-1;0;0;0;1;0;0;-1;1;-1;0;0.685934769
-1;1;-1;0;-1;1;-1;0;1;0;-5;-5.013726986
-1;0;1;0;-1;1;-1;-1;0;0;-5;-2.266883858
-1;1;1;0;0;-1;0;0;1;0;-5;-2.818769657
-1;-1;1;1;0;1;1;1;-1;-1;0;-0.021508145
-1;-1;1;0;0;-1;0;1;0;-1;-5;-3.158100958
1;-1;-1;1;-1;1;-1;0;0;1;-1;-2.003976688
-1;0;0;0;0;1;-1;-1;0;-1;-2;-0.056955698
-1;0;-1;1;1;1;0;0;-1;1;2;0.06493583
-1;-1;-1;-1;0;-1;1;-1;-1;1;-4;-5.221975951
-1;0;1;-1;-1;0;0;-1;0;0;-6;-6.125922819
1;-1;-1;1;0;1;0;-1;0;0;-1;1.443641624
-1;1;-1;0;1;1;0;1;-1;1;2;-0.342778155
1;-1;0;-1;1;-1;0;0;-1;1;-1;1.425543271
-1;1;0;0;0;1;0;1;0;0;-1;-1.201650126
1;0;1;-1;-1;0;-1;-1;-1;0;4;6.846097331
-1;-1;-1;0;-1;1;1;1;0;1;-3;-1.839971922
1;-1;-1;1;-1;0;1;0;0;1;-1;2.023686677
1;0;-1;-1;-1;1;0;0;0;-1;0;1.013234066
-1;-1;-1;1;-1;1;0;0;1;0;-4;-4.212966855
1;-1;-1;0;1;1;-1;0;1;1;-2;-2.937036851
-1;0;0;0;1;0;-1;1;1;1;-1;-1.077586181
1;-1;0;0;0;-1;1;-1;-1;0;0;-3.634200765
-1;1;0;0;1;-1;1;0;0;1;-1;-2.9798303
-1;0;0;0;1;0;0;1;1;-1;0;0.197782302
-1;1;1;1;-1;-1;0;1;-1;0;-8;-9.422077384
-1;1;0;0;-1;0;1;1;1;1;-5;-0.030308216
1;1;1;1;1;-1;0;-1;0;1;9;9.521643937
1;0;0;-1;-1;1;-1;1;0;1;2;1.177252995
-1;0;1;-1;-1;0;-1;0;-1;0;-7;-4.174746749
1;1;0;1;1;0;-1;1;-1;-1;7;5.257657468
-1;1;1;1;0;1;-1;0;-1;-1;-2;-1.892042543
1;0;1;-1;0;-1;0;1;0;1;4;3.856814747
1;1;0;0;0;0;1;-1;1;-1;6;7.766988755
1;-1;-1;0;-1;0;-1;-1;0;0;-2;-0.30450076
-1;1;-1;-1;1;0;0;1;1;1;0;1.867055031
1;0;0;0;1;-1;-1;0;-1;-1;3;4.95281122
-1;-1;-1;1;-1;0;-1;0;-1;1;-7;-8.259087639
-1;1;-1;0;1;0;-1;1;0;1;-1;-1.418757043
-1;-1;0;-1;1;1;0;1;0;1;2;1.561414967
-1;-1;1;0;-1;1;-1;0;1;1;-5;-5.133704036
1;0;-1;-1;0;1;0;0;-1;-1;0;-0.568962954
1;-1;-1;-1;0;1;-1;-1;-1;-1;-3;-2.696514994
-1;0;-1;-1;0;-1;-1;1;-1;1;-6;-4.504214511
1;-1;1;-1;0;0;1;-1;0;1;1;4.707424023
1;-1;0;-1;1;0;1;1;1;1;-1;-0.860051336
1;1;0;0;1;-1;1;0;1;0;6;5.958573581
-1;1;0;-1;-1;-1;-1;0;1;-1;-9;-8.11017069
-1;-1;-1;-1;-1;-1;0;1;0;0;-8;-4.752907551
1;1;-1;-1;-1;1;0;0;0;-1;3;7.424598054
-1;0;-1;-1;0;0;1;1;1;1;-2;-1.749433823
1;-1;0;0;1;-1;1;1;1;0;0;-0.832721014
1;1;-1;-1;1;0;0;0;1;1;3;0.670259703
-1;-1;-1;1;1;-1;0;0;0;0;-2;0.298523939
-1;-1;1;1;0;0;-1;-1;0;1;-4;-4.921346984
-1;1;-1;1;0;0;1;-1;0;1;-2;-1.368333577
-1;-1;0;-1;-1;1;1;1;1;-1;-3;-0.449143762
1;1;0;1;0;0;-1;1;-1;1;7;6.15191722
1;0;1;0;-1;1;0;1;-1;1;5;5.605538987
1;0;-1;1;-1;0;1;1;1;0;2;4.163272591
-1;-1;0;1;-1;-1;0;-1;1;-1;-8;-12.44082816
-1;-1;0;0;1;0;1;1;-1;1;1;4.202501813
1;-1;1;1;-1;-1;-1;-1;-1;1;3;6.700941315
-1;1;1;1;0;1;1;-1;0;0;0;2.000335045
-1;0;1;1;0;1;0;0;-1;-1;-1;0.320079529
-1;1;-1;1;1;-1;-1;1;-1;-1;-3;0.288954892
-1;-1;1;-1;-1;0;1;-1;-1;-1;-5;-6.063482583
-1;0;0;0;-1;1;-1;-1;-1;-1;-5;-5.660300282
1;1;-1;-1;0;1;-1;-1;-1;0;3;2.162434422
1;0;1;1;-1;0;1;0;1;0;6;4.605559781
1;1;1;0;-1;-1;1;1;-1;0;8;8.08607803
1;0;1;0;1;0;0;0;0;-1;5;6.763142448
-1;1;-1;1;1;1;0;0;-1;0;2;2.281828995
-1;1;1;1;0;0;1;0;-1;-1;-2;1.278614408
1;1;1;1;1;-1;1;0;0;1;9;5.299119463
-1;1;1;1;0;-1;0;0;1;-1;-5;-6.390661534
-1;0;-1;1;-1;-1;1;1;-1;1;-7;-3.65912874
1;-1;-1;1;-1;1;1;-1;1;0;-1;-3.67741147
1;-1;-1;0;-1;-1;-1;0;1;1;-2;-0.669100662
1;0;0;-1;-1;-1;1;-1;0;-1;2;0.652148268
-1;1;0;1;-1;-1;1;-1;1;0;-7;-9.908156936
1;-1;-1;0;0;0;-1;-1;0;1;-2;-2.270801654
-1;1;0;0;-1;1;1;1;1;0;-3;-4.408724044
1;1;-1;1;0;-1;0;1;1;1;5;1.72668598
1;1;1;1;1;0;0;0;0;-1;9;7.291086833
1;-1;-1;1;-1;0;0;-1;-1;1;-1;-1.494348214
1;1;0;1;0;0;-1;0;0;1;7;8.509042021
-1;1;0;1;1;1;1;1;0;0;3;4.599330556
-1;0;1;1;-1;1;-1;1;-1;1;-5;-8.087948826
1;-1;1;-1;0;0;-1;-1;0;-1;1;3.250379517
-1;-1;0;0;-1;-1;1;0;1;1;-7;-6.438512038
1;0;-1;0;0;1;1;0;1;0;1;1.230670449
-1;-1;-1;-1;0;1;0;0;-1;-1;-1;-1.03210812
-1;0;-1;1;0;-1;0;0;1;0;-5;-7.383334438
-1;-1;1;-1;0;-1;1;0;-1;0;-4;-1.679291432
1;0;0;1;0;0;1;1;0;0;4;1.137946353
1;1;-1;0;1;0;1;-1;0;1;4;6.761741221
-1;0;0;1;1;-1;-1;0;1;1;-3;-4.885609967
-1;0;1;0;1;0;-1;-1;1;0;-1;-1.337329725
-1;0;-1;1;0;-1;1;0;1;0;-4;-7.781008678
-1;1;-1;0;1;0;0;0;0;-1;0;-1.633466203
1;0;1;-1;0;1;1;0;-1;0;4;1.671849022
-1;-1;0;0;1;1;0;-1;0;-1;2;1.662474919
-1;1;0;0;0;0;-1;-1;-1;1;-4;0.140527127
-1;0;1;0;0;1;1;1;1;1;0;-0.647265365
1;-1;-1;-1;-1;1;-1;0;0;-1;-3;-4.018328863
1;-1;1;0;1;0;0;1;1;-1;2;2.162549816
1;0;-1;-1;0;-1;0;-1;1;-1;0;0.242028288
-1;-1;0;0;-1;1;-1;-1;0;0;-5;-3.775156399
1;0;1;-1;1;0;0;0;0;-1;4;2.017830496
-1;1;0;0;0;-1;-1;0;-1;0;-6;-3.873770623
1;-1;1;-1;-1;1;1;1;0;-1;1;-0.073269949
-1;1;-1;1;0;0;0;1;-1;0;-3;-5.375644329
-1;1;0;-1;1;1;1;1;1;0;3;4.4843984
1;-1;1;1;-1;0;1;1;0;0;3;5.674925141
1;1;1;-1;-1;0;0;1;-1;0;7;8.873323102
-1;-1;-1;-1;1;1;0;-1;-1;1;2;-0.227474322
-1;0;-1;-1;1;0;1;1;1;1;1;-0.74811334
1;0;-1;0;1;-1;0;-1;-1;1;1;4.604043286
1;-1;-1;-1;1;0;-1;0;0;1;-3;-2.523937149
1;1;1;0;1;1;0;-1;-1;1;8;8.868294867
-1;0;-1;0;-1;-1;0;0;0;0;-8;-7.393766332
-1;1;1;0;1;0;-1;-1;-1;0;-1;-0.477614987
1;-1;1;0;-1;1;1;-1;0;1;2;3.100156802
-1;0;-1;0;0;1;0;1;-1;0;-1;-1.016486553
-1;0;-1;0;1;0;-1;1;1;-1;-1;-3.136028887
-1;0;-1;0;-1;-1;-1;1;-1;-1;-9;-10.39404306
-1;0;0;-1;0;-1;1;0;-1;-1;-4;-3.128982135
-1;0;-1;0;1;0;-1;-1;1;1;-1;-1.488990386
1;-1;-1;1;1;0;-1;1;0;0;-1;-2.138115182
1;0;-1;1;-1;1;0;-1;0;-1;2;1.586783313
1;1;0;0;0;-1;1;-1;-1;1;6;7.778485766
1;-1;1;0;-1;-1;1;1;-1;1;2;0.222984201
1;-1;0;1;-1;0;0;0;-1;1;1;-0.843869377
-1;1;0;-1;1;0;-1;-1;0;0;-1;-3.429535859
-1;0;1;1;1;0;1;0;1;0;1;1.532949797
1;0;0;0;-1;1;-1;1;1;0;3;4.050374454
-1;1;1;0;1;1;0;0;1;-1;2;2.15031176
-1;-1;1;0;1;0;-1;-1;0;0;-1;-0.458173733
1;-1;1;1;0;1;1;0;1;-1;3;1.524481369
-1;1;-1;-1;-1;-1;-1;1;0;0;-9;-8.810260785
1;1;0;0;1;-1;0;1;1;0;6;5.34572345
-1;-1;-1;-1;1;1;1;-1;1;1;3;3.898985282
1;0;0;0;1;-1;1;1;1;1;3;4.559767844
-1;0;1;0;0;0;0;-1;-1;-1;-3;-3.090345384
1;-1;1;1;1;0;1;-1;1;1;3;2.422781236
-1;1;-1;-1;-1;-1;1;0;0;1;-7;-5.292374315
-1;-1;-1;0;0;0;1;-1;0;0;-2;-1.373240825
-1;1;0;0;0;1;0;-1;0;1;-1;-2.735700542
1;1;-1;1;1;-1;0;1;1;-1;5;6.048769146
-1;1;1;1;1;1;0;0;1;1;2;0.184893719
1;0;0;-1;1;0;1;0;-1;-1;2;3.225690123
1;0;-1;1;1;0;0;1;-1;0;2;-0.538203803
1;-1;-1;-1;1;0;-1;1;-1;1;-3;-6.550853456
1;-1;-1;-1;-1;1;-1;-1;-1;1;-3;-2.721267673
-1;1;-1;1;-1;0;1;-1;-1;-1;-5;-3.106754274
-1;0;0;0;-1;-1;1;1;0;0;-7;-4.990175577
-1;1;-1;1;-1;0;-1;0;1;0;-7;-4.108689451
1;0;1;0;-1;1;-1;-1;1;1;5;3.331120471
-1;1;1;-1;-1;-1;1;0;-1;-1;-7;-9.302535768
-1;1;1;0;1;0;-1;1;0;1;-1;1.420742147
-1;1;-1;0;-1;-1;0;-1;-1;-1;-8;-7.959840564
1;-1;-1;1;-1;-1;0;0;0;0;-1;0.642267081
1;-1;1;0;0;0;1;0;-1;1;2;1.255252177
1;1;-1;1;-1;1;1;0;1;0;5;5.990236754
1;1;0;-1;0;-1;0;0;-1;-1;5;4.004228573
