x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;f(x);y
0.977921237;0.507661711;0.306945333;0.579482003;0.065958432;0.203485822;0.148460507;0.391216579;0.422707326;0.3675458;9.297003526;7.383577916
0.069780222;0.022650605;0.912411843;0.354683207;0.645881945;0.036302284;0.219248416;0.485917984;0.004147717;0.615203364;4.224966246;2.464936653
0.411346841;0.495313441;0.233731701;0.120042779;0.591798473;0.363502643;0.152687691;0.549015597;0.878940131;0.412068771;3.957718238;4.622063758
0.477691045;0.215699397;0.909034075;0.032098306;0.831618518;0.938791011;0.813589948;0.058439868;0.199378142;0.706402816;4.312268983;4.683912328
0.641212562;0.54880251;0.651871775;0.760206925;0.501465925;0.724243419;0.812492337;0.288145875;0.270023715;0.751133483;8.182661418;8.551547021
0.016891921;0.451909668;0.422394192;0.372420407;0.217762734;0.768039174;0.576265095;0.372734233;0.09156457;0.129523223;3.44284287;2.635626938
0.315458233;0.230955355;0.849577496;0.417523227;0.404149234;0.86292432;0.630001204;0.929986183;0.295120947;0.315160218;4.159447553;4.282999355
0.466193251;0.036160467;0.024115727;0.273220139;0.717322649;0.823413309;0.284334533;0.588615142;0.477089224;0.317268744;1.981931416;1.166914114
0.936640764;0.677043647;0.082507122;0.824645773;0.173975992;0.874983064;0.593378067;0.061577283;0.480635685;0.797439629;10.19562242;8.811922399
0.099883605;0.19165472;0.250117004;0.039816957;0.082776408;0.428316096;0.815341614;0.81032243;0.657852418;0.665220545;1.070247669;0.723072769
0.649199269;0.365462767;0.784151737;0.846196355;0.56499801;0.289258383;0.245048704;0.147973353;0.998676432;0.272076523;6.206001125;5.6127893
0.343997746;0.987014048;0.227690941;0.778743212;0.867214943;0.181324716;0.610284654;0.082647381;0.821622527;0.167156764;7.503438557;7.320880891
0.711656044;0.882481474;0.386839117;0.570952896;0.530898678;0.354292875;0.82492961;0.016457955;0.342261669;0.03527868;8.554369817;8.381006878
0.261749076;0.119585579;0.257179753;0.61145427;0.225994596;0.470422912;0.20971113;0.520395418;0.80039838;0.447002727;2.507334741;3.07966788
0.968281886;0.403308818;0.436845194;0.305623183;0.836474728;0.100841993;0.494546435;0.91162286;0.160886232;0.396707857;8.072824805;9.166827429
0.838953729;0.552933511;0.537568965;0.443876061;0.543690094;0.626314478;0.250361865;0.993972536;0.649757171;0.171535093;8.880790229;8.580002164
0.190942865;0.718075207;0.012421907;0.030627777;0.147556802;0.642833101;0.13758256;0.533659819;0.475006534;0.206294348;4.41031992;4.375957693
0.882343588;0.341223849;0.800962698;0.215650064;0.071755984;0.06339076;0.772779729;0.964531548;0.20828487;0.038251581;6.476595865;6.302828607
0.87385188;0.507109089;0.446049242;0.905721135;0.564547197;0.092180338;0.812904404;0.311589923;0.852992943;0.790503653;9.152451782;9.874108104
0.265721934;0.216748226;0.851287859;0.177761747;0.94329191;0.230930797;0.905524925;0.717674922;0.077266844;0.914115883;4.15596303;3.162023983
0.895525426;0.924483696;0.231792523;0.651340171;0.55491122;0.300650979;0.426312312;0.968185624;0.565451989;0.769318367;10.14704855;9.912980242
0.854402765;0.340451833;0.202254545;0.66271487;0.115059573;0.828636336;0.84878374;0.818757301;0.598623642;0.284504346;5.254929152;4.243016232
0.266790629;0.496435369;0.388747584;0.504137744;0.256454421;0.45095001;0.309335789;0.707051018;0.394413985;0.248746456;4.650422107;3.638111778
0.091858975;0.153723518;0.066606258;0.754660288;0.931464837;0.525931161;0.775526089;0.564001171;0.767357951;0.605256988;2.788932584;2.124227802
0.367958423;0.582183432;0.78840993;0.401858816;0.517981778;0.0059673;0.735803204;0.051383675;0.83420561;0.036845739;7.474785012;7.428537263
0.065502863;0.362352811;0.798612691;0.811829863;0.633964336;0.515759815;0.268878741;0.198577841;0.499756971;0.039022492;5.023098725;5.618452848
0.32013909;0.796449321;0.251501426;0.329718084;0.985729869;0.476988923;0.626334283;0.745216118;0.233998911;0.772859281;6.748917987;6.171950036
0.625030302;0.996055372;0.118149801;0.412249966;0.777243734;0.613493736;0.825772148;0.510461521;0.446110399;0.92931741;7.174393636;5.414184546
0.716341288;0.689066433;0.253946112;0.975757797;0.744214624;0.3697172;0.88934841;0.509492759;0.526357621;0.79017968;9.123976916;8.549193192
0.274327467;0.822497372;0.158552745;0.511967807;0.976248697;0.495587275;0.749576473;0.187992307;0.769209924;0.537394249;6.769139631;7.74709753
0.598368717;0.029480764;0.454543076;0.903667242;0.082265658;0.79678774;0.43240868;0.423155334;0.662970806;0.115303847;4.348705107;4.8795267
0.392317819;0.709355396;0.802358945;0.009540947;0.434668401;0.832025028;0.98617097;0.111476967;0.956394301;0.646801384;7.281290349;6.160236479
0.803808869;0.828368123;0.57780305;0.962502951;0.781276046;0.137406743;0.675904076;0.059238564;0.494918933;0.964729571;10.92499266;10.05546192
0.152947927;0.312654848;0.437458987;0.589339744;0.799721734;0.819958202;0.402012939;0.829341196;0.117674414;0.095257867;3.567339362;3.562320354
0.332897001;0.43079863;0.306541914;0.915346271;0.549765914;0.093353236;0.183586532;0.876205327;0.198084526;0.251482305;4.480241284;5.701552078
0.547479137;0.80128223;0.893427763;0.92866207;0.936369076;0.774280563;0.388333267;0.241323713;0.545493663;0.970807338;10.35778257;10.05774924
0.514840354;0.298926363;0.058702014;0.002150888;0.284011469;0.037232933;0.842832997;0.960553953;0.370518778;0.92069329;1.31895877;2.719914793
0.395428063;0.594727857;0.564809888;0.095531885;0.113512672;0.580971452;0.082395218;0.289318073;0.391797868;0.346972724;5.962430728;8.010605888
0.625750849;0.194507111;0.906331853;0.07335124;0.593869264;0.50601081;0.120995767;0.774602226;0.620705269;0.742158463;4.690344864;4.455401637
0.105494704;0.797908662;0.866590325;0.69644675;0.581707463;0.34772448;0.590966517;0.060238255;0.301411127;0.548251338;8.716557696;7.908844803
0.692427216;0.820396599;0.542064237;0.612141444;0.517460341;0.15022796;0.983251188;0.461592585;0.273316101;0.298604931;8.956751926;9.957259153
0.369894015;0.688302357;0.993882935;0.568131297;0.154688457;0.142443027;0.574841752;0.535574587;0.900355288;0.275648357;8.621228766;9.709659362
0.383262113;0.567288558;0.007161079;0.206194945;0.273441205;0.330718757;0.433103251;0.037362722;0.350597078;0.575636611;4.344291614;2.847829104
0.630960887;0.385993258;0.520381248;0.432142249;0.833851565;0.043709518;0.782200533;0.02899745;0.249596518;0.156861328;4.878052067;4.84159648
0.257480074;0.199116804;0.771238151;0.116542983;0.236077671;0.463431357;0.300718584;0.239080615;0.158814521;0.774170039;3.072680092;3.464190203
0.557178837;0.403146028;0.959836175;0.602187283;0.816539077;0.714352731;0.108169965;0.808320534;0.348349516;0.176643204;6.333091078;6.497048313
0.18999473;0.409205775;0.603450275;0.75347777;0.403919073;0.486487531;0.256758674;0.924326921;0.631799297;0.874896066;4.494762292;6.070696408
0.576376106;0.393587033;0.98846648;0.070471249;0.339311315;0.537463827;0.990756908;0.698299103;0.297910331;0.739678481;4.874098254;5.627277158
0.876593344;0.659507056;0.096596493;0.838770079;0.98154236;0.598108563;0.023504813;0.866580574;0.927781999;0.497833162;10.12343663;9.781656499
0.894866175;0.312047629;0.167476004;0.252528637;0.239511648;0.262204394;0.668463636;0.437401607;0.447317159;0.896470982;4.923531758;5.820733444
0.121060858;0.493870389;0.740385183;0.790717841;0.491914392;0.625935848;0.560998593;0.576606438;0.512979756;0.866076214;6.334361378;5.780277478
0.364738419;0.87661913;0.127967031;0.057991375;0.279006397;0.159803833;0.698203883;0.658467188;0.901430272;0.463826881;5.206895188;4.913717832
0.112739698;0.66714865;0.909841501;0.350878262;0.883005409;0.702758468;0.761631446;0.536502686;0.881804684;0.628771443;8.334763987;8.430960515
0.367776206;0.785459523;0.751625428;0.545737012;0.448561016;0.728560854;0.074031304;0.520434397;0.715787778;0.230175449;8.217098016;9.015883363
0.651047835;0.570872575;0.870735464;0.568979073;0.450934769;0.363304752;0.909002168;0.653277254;0.658698909;0.963441941;8.772882394;8.426920855
0.047131308;0.513637495;0.282034532;0.582696818;0.703322576;0.189718795;0.579858898;0.164788207;0.558159479;0.831204095;5.106638068;4.424286579
0.947224075;0.07083357;0.384669994;0.467881298;0.704843691;0.307991716;0.319715301;0.878836779;0.130458109;0.759268152;7.216123074;7.927721978
0.0284384;0.425808323;0.064959626;0.040823604;0.547746754;0.188149009;0.24329467;0.875418416;0.63252223;0.900656164;1.675716781;2.370302846
0.365263585;0.448580194;0.555652918;0.220696317;0.511240905;0.059021786;0.334533294;0.417693405;0.97415083;0.07024917;4.104223159;4.366996528
0.751501296;0.378040639;0.50715771;0.995655818;0.067667706;0.606916072;0.936724178;0.439616073;0.19220592;0.616265233;5.922035669;5.985570115
0.033518671;0.97094233;0.068779112;0.010823267;0.375271053;0.813844467;0.643177884;0.63815364;0.496486348;0.987161861;4.717278053;5.273471304
0.441338223;0.01101519;0.504127874;0.989035042;0.903626101;0.513730269;0.463049307;0.240992022;0.135714178;0.766221663;4.978669567;4.912596026
0.912300803;0.970393635;0.736139757;0.099891995;0.849066738;0.41466683;0.340921568;0.41640387;0.387731334;0.566651277;11.10134394;8.709909488
0.192826113;0.425442691;0.243579171;0.397926983;0.247518309;0.471055145;0.139997608;0.235548663;0.962727764;0.540708946;2.725367349;3.511772936
0.044910501;0.221319037;0.284812363;0.143860063;0.649564901;0.643672414;0.591041534;0.149147692;0.89852156;0.015969414;1.926530416;1.088837674
0.956679699;0.980228057;0.035011612;0.747228729;0.183915852;0.590667822;0.485910246;0.608703609;0.812310651;0.77065332;10.37430302;10.21082373
0.985346798;0.816615543;0.119588934;0.109501775;0.569571825;0.345491171;0.220530059;0.258200764;0.154020579;0.864181465;10.28924095;10.29190222
0.840992229;0.861806217;0.164644625;0.15794427;0.896067032;0.250659207;0.278955395;0.017535116;0.386178114;0.333857872;8.593379115;8.005137354
0.531455222;0.456176181;0.304642985;0.717853917;0.323766373;0.833216412;0.897306699;0.846816978;0.502927476;0.873710151;4.687014479;4.029342439
0.49928546;0.080254176;0.72903018;0.364991099;0.039132958;0.729386166;0.270276193;0.025044545;0.775974895;0.690799905;3.693906259;4.00281027
0.954848552;0.964435847;0.253954761;0.828918766;0.614148128;0.601280283;0.694137031;0.005165509;0.802561948;0.417932395;11.59113914;11.1949892
0.035691892;0.163702077;0.188717959;0.801333015;0.755118185;0.882137577;0.531164696;0.919463004;0.122411359;0.379258096;3.044075996;3.582638119
0.16754699;0.43162217;0.590494962;0.19798931;0.510929841;0.128576465;0.356705491;0.843351172;0.24126586;0.366525;3.685913415;3.880658073
0.184922201;0.841481569;0.586937647;0.939621816;0.673278184;0.61757921;0.224358735;0.992271093;0.213944146;0.986926801;8.518542739;8.329369434
0.719156514;0.508366379;0.283626374;0.005159741;0.228986857;0.00354592;0.046476854;0.097941705;0.522351346;0.716578876;5.032550722;5.71412933
0.284749722;0.091390976;0.821100199;0.069131187;0.440332247;0.599128877;0.807705042;0.416299347;0.729568953;0.623637293;3.355388476;2.706658391
0.087835021;0.265085133;0.680768171;0.541568713;0.838805428;0.8018653;0.804761917;0.015658554;0.097300816;0.555152815;4.142458496;3.885575048
0.199174559;0.884736752;0.734849373;0.782998965;0.342080479;0.159774868;0.610334279;0.843919176;0.833907506;0.438619457;8.332626971;10.32323676
0.536283701;0.520989387;0.493492713;0.524737567;0.266946892;0.181078634;0.987089669;0.72767536;0.575265686;0.13962128;6.064949277;3.90193929
0.029115913;0.331895651;0.58461618;0.081969039;0.112825584;0.989572302;0.153995722;0.298934447;0.377810713;0.310544857;2.276970201;3.180989792
0.305470286;0.978770758;0.373865796;0.977620458;0.303416291;0.231708375;0.85943718;0.998736774;0.869494415;0.812415764;7.719333508;7.767459373
0.750615501;0.014482554;0.55194646;0.225780257;0.857368479;0.991727007;0.760672416;0.67848524;0.97908019;0.510328043;4.978515815;5.851238987
0.435265324;0.4382844;0.235324835;0.683476621;0.840703205;0.605921334;0.120791286;0.364587563;0.474732769;0.442376349;4.38568074;4.054150007
0.040169989;0.215381574;0.454725694;0.301008403;0.281648806;0.181802534;0.556522737;0.398663631;0.778856385;0.801740822;2.378714674;0.394234292
0.872274744;0.004297501;0.136798124;0.673494989;0.74265494;0.946796657;0.090004544;0.638994798;0.011024762;0.082574113;5.775879189;5.671087482
0.46824871;0.941633561;0.003942379;0.354419325;0.785145306;0.8115213;0.184606624;0.284451308;0.984440632;0.842308828;6.156003318;5.938478772
0.7661239;0.21433402;0.691968526;0.507558321;0.957727979;0.106414084;0.909153523;0.448323266;0.108162893;0.708244715;6.204278831;5.135883696
0.681657499;0.156716208;0.409623634;0.091064124;0.677441015;0.00128244;0.960773441;0.768860886;0.39708187;0.671908882;3.620737935;5.046254974
0.927275144;0.984570178;0.071491215;0.677519042;0.520727884;0.726432819;0.204049068;0.960123497;0.075172918;0.422788412;10.17170019;10.70491608
0.869134822;0.668065339;0.048086361;0.274413084;0.187516034;0.593173356;0.405718801;0.449335713;0.033169722;0.124782995;7.981252112;6.216582131
0.862135014;0.048986075;0.056586969;0.302543715;0.831042689;0.185751222;0.41750186;0.650371484;0.763322045;0.612240407;4.751818399;3.780593853
0.149669332;0.845323963;0.149513618;0.888705494;0.018143262;0.038279614;0.813648026;0.032242314;0.856469765;0.779487158;6.422065035;4.159058315
0.708639399;0.805598558;0.092077758;0.390707003;0.688181058;0.591404942;0.513826963;0.166762079;0.44498035;0.811623874;7.439269993;7.388096478
0.132424371;0.333387932;0.497150473;0.527833695;0.384084705;0.235560743;0.899741074;0.843575333;0.137277379;0.389844652;3.238971484;3.241356054
0.650049066;0.483948433;0.511154958;0.525654057;0.545729977;0.531151058;0.240956589;0.480813544;0.328007443;0.663709797;6.158838726;6.108051271
0.524454309;0.3727162;0.81990102;0.446426382;0.47339651;0.998899958;0.396883857;0.25182745;0.646359378;0.429699095;4.931658841;3.898323791
0.268789296;0.935572006;0.068810916;0.008743174;0.076397886;0.945578729;0.781997971;0.194179379;0.515900899;0.521682662;4.592703676;5.482417345
0.613887793;0.176503994;0.545224511;0.742343954;0.003299069;0.893519382;0.021921487;0.388010892;0.434746296;0.448132251;4.29513377;2.619405302
0.813522747;0.215405362;0.525813285;0.342693302;0.669690637;0.402262121;0.680729223;0.996978087;0.999171962;0.284116241;5.535570948;7.330206332
0.043200848;0.236634621;0.329917166;0.141987399;0.030724956;0.294901933;0.267621077;0.880687719;0.504046582;0.363266829;1.44383855;2.699684993
0.503851404;0.056780921;0.96112767;0.927860641;0.387200722;0.093290018;0.048969452;0.539431812;0.249084441;0.970577247;5.877247312;5.547848252
0.033503088;0.834585304;0.437679953;0.704849963;0.79925835;0.929238375;0.240196862;0.981296436;0.768781761;0.182240682;7.631380331;4.918833862
0.319283137;0.334089898;0.492223299;0.028478444;0.544656707;0.015320168;0.914525572;0.778969906;0.059345116;0.301639339;2.576725637;4.040850288
0.490808863;0.385671193;0.712365027;0.18609781;0.766197675;0.883643353;0.124678387;0.708809809;0.05061191;0.3137961;4.356685107;4.173632306
0.520735707;0.980406197;0.959331317;0.476209938;0.652020512;0.862640962;0.194776338;0.179666744;0.857840071;0.744345175;9.284971575;10.48670064
0.198832307;0.324917841;0.772664589;0.884742973;0.084702689;0.691847872;0.764038792;0.913118546;0.213431376;0.980259537;4.510761472;4.450056058
0.997418557;0.272003984;0.689309425;0.390577667;0.886090474;0.549334318;0.257234256;0.163714426;0.326176424;0.515750793;9.180320567;8.630692156
0.628350571;0.711101492;0.707353836;0.199330316;0.547340539;0.120858957;0.151436621;0.457201898;0.378235348;0.428580539;8.244922204;9.049319359
0.794102143;0.756337265;0.910539145;0.020970376;0.000469839;0.364252511;0.107511452;0.023188523;0.840821454;0.507853196;9.146479365;8.882271585
0.025125088;0.419748007;0.70225509;0.928727579;0.349515496;0.145499039;0.85520423;0.938161829;0.880733219;0.873793419;5.093421935;7.273657679
0.6196714;0.481704619;0.368864482;0.547660484;0.533224941;0.980045716;0.132356409;0.647683769;0.872683373;0.594723778;5.565818285;6.195376733
0.678254865;0.366928979;0.749479506;0.80655987;0.875204961;0.224025511;0.437170443;0.851994339;0.988771926;0.160705449;6.505390045;8.228552969
0.79507449;0.381565684;0.884650506;0.293723863;0.120023519;0.252347408;0.458940559;0.317616218;0.411729371;0.566829695;6.109182325;5.916215618
0.410911244;0.168609007;0.949860734;0.993197653;0.766996542;0.023615266;0.981075922;0.369423579;0.052476907;0.982404702;6.125658659;6.042738763
0.80670305;0.330849359;0.228756183;0.009628246;0.755449809;0.158192757;0.959774502;0.752898775;0.079237128;0.354192194;4.112217105;4.891035557
0.053233864;0.217754753;0.586194141;0.195567914;0.006403969;0.163013282;0.992000054;0.800400682;0.044723329;0.966186487;2.293944815;3.323891469
0.274868429;0.722616511;0.058174906;0.588177021;0.192993285;0.400680459;0.200887736;0.854604002;0.735010426;0.503967657;5.798061808;4.531363726
0.92493818;0.918576163;0.578789677;0.416695241;0.175739832;0.550188285;0.182300306;0.51713649;0.3869891;0.722215378;10.78830448;8.552325221
0.611981778;0.290188368;0.215399851;0.178049105;0.785731466;0.329146747;0.886713514;0.937538763;0.392392658;0.949188534;3.003780129;2.00846198
0.39793959;0.143380541;0.25212132;0.767035354;0.118358801;0.853696062;0.965231717;0.188364727;0.607565958;0.874807492;2.903224059;2.252072452
0.956793371;0.088860545;0.338720899;0.73815326;0.205305425;0.479958565;0.002367538;0.862010699;0.063791454;0.89089399;7.292100766;7.630256308
0.48934206;0.496381228;0.323220541;0.591394868;0.758238347;0.3285086;0.253522145;0.252739139;0.431920353;0.821509947;5.546412636;4.812287121
0.62674488;0.216070524;0.994743268;0.946763285;0.990460533;0.77740379;0.964598642;0.125022972;0.73491535;0.827294469;7.108625766;8.450733902
0.386013544;0.40712097;0.890672522;0.613725977;0.620062946;0.274226186;0.380152533;0.637652104;0.135776003;0.490960341;5.527827646;4.769339531
0.8947378;0.074832732;0.846311914;0.710830577;0.612105618;0.049535844;0.6464962;0.068612238;0.484727339;0.229898813;8.157107149;6.574751489
0.930971809;0.258259595;0.877383794;0.433442427;0.086764719;0.16338659;0.972655299;0.620326385;0.675017056;0.468307234;7.759854184;8.683173924
0.610748715;0.533800443;0.435951264;0.221723811;0.647260097;0.422295994;0.03273799;0.941671537;0.761791723;0.429976435;6.200696081;6.377434264
0.15493702;0.492071934;0.659432631;0.003153591;0.818817225;0.549970286;0.529581535;0.238546234;0.135036034;0.305964915;4.831038335;3.530604122
0.456311007;0.943836798;0.43986253;0.372474679;0.266563323;0.44670549;0.308989732;0.947693094;0.550024964;0.730737098;6.95097284;5.846365939
0.655706152;0.227679818;0.369040647;0.198821788;0.66870431;0.065110549;0.653073255;0.978953248;0.765096074;0.868000879;3.568100561;3.614636328
0.773645717;0.668466011;0.694894046;0.153647314;0.747061036;0.655327049;0.636921737;0.487273771;0.212695812;0.401921201;9.213767861;9.110897555
0.698489419;0.973419204;0.106652069;0.368530629;0.58345613;0.817424652;0.015432553;0.266393029;0.160035361;0.828354219;7.274722842;6.91814463
0.61370602;0.303789438;0.423843756;0.985464638;0.666141719;0.574691473;0.453718335;0.798718457;0.4605353;0.581200872;5.150540394;5.588223389
0.064601612;0.786447654;0.649048189;0.492469804;0.220551864;0.410177732;0.416320833;0.914809453;0.546856293;0.076800935;7.269162749;6.097893044
0.915750995;0.89724561;0.836608241;0.24755837;0.371181517;0.940972879;0.231257943;0.412979283;0.300414607;0.552894251;11.27253135;11.35324397
0.100037241;0.03765722;0.630435781;0.840775524;0.713329946;0.548226422;0.308629073;0.073657006;0.993726966;0.777347654;4.435778652;4.738306559
0.345463234;0.231080304;0.886609688;0.637471898;0.395210447;0.48882426;0.352704956;0.22664863;0.914008781;0.146651877;4.74658678;3.405314563
0.103849229;0.965185178;0.838786858;0.048232993;0.892700279;0.786773012;0.87531956;0.349567905;0.0978107;0.982547477;7.656659721;10.40088022
0.203733162;0.736449565;0.264588039;0.862524097;0.041689421;0.982834789;0.7603104;0.357585508;0.898686665;0.608869278;6.751372089;6.099225008
0.342185521;0.06341602;0.214364752;0.21146771;0.107570434;0.16256399;0.604658818;0.547185613;0.410400963;0.409489135;1.567285918;0.718750678
0.924902378;0.25269592;0.636329314;0.828418717;0.123871533;0.45344105;0.688926834;0.102129336;0.40885022;0.277059203;7.761092259;8.036407688
0.446525061;0.012108439;0.392389885;0.790213581;0.12574918;0.120775192;0.376825668;0.505516046;0.96283734;0.512568029;3.4801914;2.599751873
0.66878038;0.181182797;0.178614119;0.694146;0.232924872;0.091749309;0.877575862;0.620277416;0.63399379;0.310992757;3.615264344;2.971804997
0.274587289;0.995686089;0.113073463;0.105636908;0.22212039;0.166097669;0.879003497;0.603885834;0.923599651;0.327067925;5.072337713;4.882693202
0.9505896;0.917349276;0.041865458;0.239697715;0.395193209;0.052122008;0.438004729;0.406643802;0.967094673;0.920595146;9.479910009;10.12147734
0.343914297;0.300813723;0.536082454;0.593403206;0.95522341;0.352281877;0.94436975;0.50672372;0.42769466;0.902827473;4.219148573;4.995266529
0.674228158;0.468024511;0.80656727;0.8556311;0.887228657;0.993146571;0.393072014;0.819452827;0.318025098;0.554756023;7.883008455;8.988906012
0.118348053;0.981550472;0.296014425;0.760039394;0.136800467;0.721910741;0.137210031;0.403312191;0.543111621;0.26812983;6.705202997;7.68617734
0.816784125;0.938197972;0.784739025;0.433634012;0.54101474;0.345346844;0.753241637;0.216310062;0.743338142;0.141537913;10.38548533;11.104929
0.881734453;0.486594798;0.478059238;0.85888837;0.673942004;0.855716736;0.326687394;0.647503355;0.286556196;0.387800377;8.961350235;9.394784269
0.868879793;0.486522781;0.636659516;0.751325919;0.182023728;0.089311097;0.529104558;0.029267568;0.199286107;0.550368647;8.55819004;7.483582001
0.298171561;0.996539383;0.270395393;0.621166234;0.747302752;0.080729114;0.264537399;0.473890252;0.242562478;0.322485453;7.130219093;6.491890314
0.846478963;0.548982523;0.414289751;0.312612313;0.595319161;0.936336364;0.059791666;0.28882751;0.997834058;0.779589712;8.326072386;7.811948247
0.133532793;0.062660455;0.99864307;0.6152101;0.579425097;0.812856663;0.3203853;0.083067071;0.133813387;0.550029619;4.977006828;3.279573158
0.470536969;0.442887229;0.949160279;0.989431966;0.649360055;0.093646002;0.447407344;0.278760015;0.428623431;0.630836737;7.100090448;8.414209848
0.245796495;0.416047962;0.654108425;0.796181647;0.577521079;0.115708416;0.968734128;0.879815048;0.344131487;0.073772396;5.028395639;4.782023604
0.581470752;0.30895988;0.419236442;0.359906154;0.105406311;0.220186797;0.939853052;0.340558106;0.475712151;0.331395502;3.192261169;3.966370796
0.681457881;0.757391177;0.989296491;0.668785875;0.229309797;0.04643755;0.89011092;0.400716204;0.427307117;0.097687219;10.03856772;9.172325102
0.505045923;0.167210209;0.855521768;0.862436279;0.564868821;0.899340732;0.516136112;0.334928107;0.023654832;0.44907324;5.615417224;4.383495952
0.447996902;0.010478688;0.392159801;0.704188309;0.330051692;0.040789391;0.691849331;0.147212068;0.558891467;0.575551148;3.515268539;3.121164809
0.27326447;0.413571448;0.777248859;0.4732379;0.597306574;0.960319847;0.148477887;0.646837706;0.288771161;0.875302553;4.776949052;3.485269981
0.667760041;0.432907906;0.386570022;0.707276958;0.336665923;0.763640687;0.382339097;0.522184578;0.770140694;0.971501956;5.185258907;6.722384844
0.031421258;0.24690698;0.866279291;0.260807996;0.606131296;0.952849028;0.088076597;0.495306271;0.352336876;0.613581945;3.865153263;2.750621399
0.963624749;0.727933339;0.210349113;0.449869905;0.303107272;0.388072929;0.119152716;0.182338407;0.08407633;0.869680324;10.5129209;10.20967755
0.286069326;0.621576579;0.081182632;0.46864886;0.426337312;0.901133695;0.32182618;0.035012628;0.500360485;0.46380572;5.598001475;6.661389675
0.214230861;0.265151632;0.496047418;0.669072978;0.988926638;0.657204905;0.684682978;0.483543483;0.151461456;0.471131455;4.086966703;3.065201338
0.847099265;0.715027617;0.005637531;0.458347151;0.714007772;0.152641806;0.782310958;0.101998853;0.665180506;0.108098343;8.555939928;9.577138007
0.73604614;0.762058473;0.359278105;0.918542648;0.499982484;0.695066802;0.364886795;0.188472336;0.154763904;0.467755916;9.29335403;8.355823526
0.265164818;0.707983898;0.814378151;0.387181997;0.370678549;0.672151538;0.7764987;0.239970797;0.659415192;0.39075096;7.815514128;8.944943091
